speaker,vowel,F1_lobnorm,F2_lobnorm
1212,IY,-1.8131111111111113,1.6147777777777779
1212,OW,-0.54525,-0.51025
1212,OY,-1.7885,-1.7475
1212,UH,-0.1565,-1.036
1212,UW,-1.2205,-0.18125000000000002
1213,AA,0.7555,-0.6730357142857143
1213,AE,0.269,0.8825000000000001
1213,AH,0.49425,-0.5145
1213,AO,0.09730434782608693,-0.9715652173913043
1213,AW,0.5268333333333334,0.3065
1213,AY,1.0917333333333334,-0.17553333333333335
1213,EH,-0.5631,0.8806499999999999
1213,EY,0.484,1.133
1213,IH,-1.0698571428571428,1.1068571428571428
1213,IY,-1.4221,1.7117999999999998
1213,OW,-0.6643333333333333,-0.5443333333333333
1213,OY,-0.901,-1.254
1213,UH,-0.6342000000000001,-0.958
1213,UW,-1.3666666666666665,-0.604
1214,AA,0.8162413793103448,-0.8113103448275861
1214,AE,0.8606666666666667,0.4169333333333334
1214,AH,-0.10675000000000001,-0.737
1214,AO,0.34879166666666667,-1.1087916666666666
1214,AW,0.3471666666666667,0.3425
1214,AY,0.8122941176470588,-0.3223529411764706
1214,EH,-0.5054347826086957,0.7271739130434783
1214,EY,-0.3824285714285714,1.060857142857143
1214,IH,-1.1371666666666667,0.6143333333333333
1214,IY,-1.2193749999999999,1.7339375
1214,OW,-0.473,-0.4325
1214,OY,-0.823,-1.8635
1214,UH,-0.5878,-0.7318
1214,UW,-1.4996666666666667,0.3854444444444445
1215,AA,2.093,-0.495
1215,AE,0.6717,0.4702
1215,AO,-0.4117777777777778,-1.6803333333333335
1215,AW,0.581,-0.111
1215,AY,1.363,-0.469
1215,EH,-0.004461538461538466,0.42038461538461536
1215,EY,0.8838333333333334,0.6088333333333333
1215,IH,0.174,0.41
1215,IY,-0.7526363636363637,0.8027272727272727
1215,OY,-0.3305,-1.9285
1215,UH,-0.4965,-0.7145
1215,UW,-0.63325,-0.39375000000000004
1216,AA,0.6341428571428571,-0.7038571428571428
1216,AE,1.1793333333333333,0.42733333333333334
1216,AH,1.4,-0.069
1216,AO,-0.587,-1.4880000000000002
1216,AW,-0.009714285714285712,0.44342857142857145
1216,AY,1.215625,-0.04725
1216,EH,-0.1163,0.6106
1216,EY,-0.065,1.1644999999999999
1216,IH,-0.8025,0.831
1216,IY,-1.051,1.2053333333333334
1216,OW,-0.71075,-0.89325
1216,OY,-0.798,-2.051
1216,UH,-0.36,-1.732
1216,UW,-1.2122,0.575
1217,AA,0.579375,-0.65821875
1217,AE,0.47293333333333337,0.5606000000000001
1217,AH,0.293,-0.25633333333333336
1217,AO,-0.049857142857142864,-0.9063809523809523
1217,AW,0.8341,0.29450000000000004
1217,AY,1.0277333333333334,-0.1664
1217,EH,-0.29335,0.8018000000000001
1217,EY,-0.6456666666666667,0.5233333333333333
1217,IH,-1.4292,1.3354
1217,IY,-1.5684285714285713,2.434142857142857
1217,OW,-0.8052999999999999,-0.6328
1217,OY,-1.5625,-1.3835
1217,UH,-0.6096666666666667,-0.7276666666666666
1217,UW,-1.861,0.45483333333333337
1218,AA,0.7741785714285714,-1.0227857142857142
1218,AE,0.5155,0.5317222222222222
1218,AH,0.274,0.0305
1218,AO,0.21333333333333335,-1.2073333333333334
1218,AW,0.21545454545454545,0.4802727272727273
1218,AY,0.8962666666666667,-0.3330666666666667
1218,EH,-0.3565217391304348,0.5566086956521739
1218,EY,-0.86075,1.14175
1218,IH,-0.7216666666666667,0.694
1218,IY,-1.5153333333333334,1.5894166666666667
1218,OW,-0.413,-0.3442857142857143
1218,OY,-0.95,-1.7555
1218,UH,-0.6160000000000001,-1.193
1218,UW,-1.5105000000000002,0.3425
1219,AA,0.9111290322580645,-0.8049354838709677
1219,AE,0.5553125,0.8144375
1219,AH,-0.04928571428571428,-0.5914285714285715
1219,AO,0.16438095238095238,-1.241857142857143
1219,AW,0.29616666666666663,0.5510833333333334
1219,AY,0.9316666666666666,-0.2146111111111111
1219,EH,-0.20743999999999999,0.8066800000000001
1219,EY,-0.587,1.0196666666666667
1219,IH,-1.026125,0.802625
1219,IY,-1.5542142857142858,1.599142857142857
1219,OW,-0.5204444444444445,-0.7275555555555555
1219,OY,-1.0835,-1.678
1219,UH,-0.48033333333333333,-0.6558333333333333
1219,UW,-1.3504444444444443,-0.2067777777777778
1220,AA,0.8597333333333333,-0.7746333333333334
1220,AE,0.5735333333333333,0.5878
1220,AH,0.3393333333333333,-0.36566666666666664
1220,AO,0.41500000000000004,-1.116625
1220,AW,0.2578333333333333,0.3105
1220,AY,0.7160000000000001,-0.1650909090909091
1220,EH,-0.0726842105263158,0.8179473684210526
1220,EY,-1.182,1.242
1220,IH,-1.344875,0.78625
1220,IY,-1.4506363636363637,2.0203636363636366
1220,OW,-0.5800000000000001,-0.627375
1220,OY,-1.3655,-1.6735
1220,UH,-0.8058,-0.6528
1220,UW,-1.7405714285714287,-0.3338571428571428
1221,AA,0.9250434782608695,-0.8682608695652173
1221,AE,0.6426875,0.677625
1221,AH,0.3548,-0.6178
1221,AO,0.25665,-1.07105
1221,AW,0.6062222222222222,0.07477777777777778
1221,AY,0.6943846153846154,-0.37407692307692303
1221,EH,-0.20242105263157895,0.6814210526315789
1221,EY,-0.3861428571428572,1.1177142857142857
1221,IH,-1.0565,1.0651666666666666
1221,IY,-1.8716666666666668,1.7001666666666668
1221,OW,-0.6581428571428571,-0.6178571428571429
1221,OY,-1.093,-1.5245000000000002
1221,UH,-0.59375,-0.9804999999999999
1221,UW,-1.4063333333333334,0.2583333333333333
1222,AA,0.6827222222222222,-0.7156111111111111
1222,AE,0.7915833333333334,0.6894166666666667
1222,AH,0.45620000000000005,-0.4826
1222,AO,0.19152941176470586,-1.0071764705882353
1222,AW,0.4062,0.2205
1222,AY,0.88975,-0.10212500000000001
1222,EH,-0.09020000000000002,0.5878666666666666
1222,EY,-0.9820000000000001,1.2833333333333334
1222,IH,-1.024,0.8775
1222,IY,-1.5569166666666667,1.5911666666666668
1222,OW,-0.4482857142857143,-0.6787142857142857
1222,OY,-0.835,-1.749
1222,UH,-0.3364,-0.6528
1222,UW,-1.2337500000000001,-0.25125
1223,AA,0.49530769230769234,-0.5783846153846154
1223,AE,0.6701428571428572,0.8522857142857143
1223,AH,-0.25575000000000003,-0.52
1223,AO,-0.14494444444444443,-0.9032777777777778
1223,AW,0.46875,0.5105
1223,AY,0.9217142857142857,0.19085714285714286
1223,EH,-0.00976923076923077,1.0138461538461538
1223,EY,0.608,1.647
1223,IH,-1.142,1.891
1223,IY,-1.7841999999999998,1.8988
1223,OW,-0.9708333333333333,-0.7006666666666667
1223,UH,-0.84175,-0.45475
1223,UW,-2.347,-1.3373333333333335
1224,AA,0.97678125,-0.84421875
1224,AE,0.5898571428571427,0.5642857142857143
1224,AH,-0.0688,-0.49800000000000005
1224,AO,0.34600000000000003,-0.9219545454545455
1224,AW,0.38580000000000003,0.3968
1224,AY,0.9015384615384616,-0.25346153846153846
1224,EH,-0.3382727272727273,0.787590909090909
1224,EY,-0.7953333333333333,1.1156666666666666
1224,IH,-0.9731666666666667,0.738
1224,IY,-1.4585000000000001,1.9130714285714288
1224,OW,-0.8535555555555556,-0.4852222222222222
1224,OY,-0.7949999999999999,-1.3535
1224,UH,-0.906,-0.7573333333333333
1224,UW,-1.445375,0.119
1225,AA,0.9918709677419354,-0.6352903225806451
1225,AE,0.2806315789473684,0.7747368421052632
1225,AH,0.162,-0.5856666666666667
1225,AO,-0.05687499999999998,-1.2100416666666667
1225,AW,0.15575,0.22158333333333333
1225,AY,1.0707894736842105,-0.29247368421052633
1225,EH,-0.1778846153846154,0.6851538461538461
1225,EY,-0.5261428571428571,0.9315714285714286
1225,IH,-1.0344,1.0128
1225,IY,-1.593076923076923,1.9283846153846154
1225,OW,-0.591125,-0.9818749999999999
1225,OY,-1.218,-1.623
1225,UH,-1.04975,-0.85475
1225,UW,-1.6965,-0.142875
1226,AA,0.6798571428571429,-0.7462857142857143
1226,AE,0.7838333333333334,0.80525
1226,AH,0.11600000000000002,-0.534
1226,AO,0.17242857142857143,-1.0106666666666666
1226,AW,0.46449999999999997,0.23299999999999998
1226,AY,0.9882727272727273,0.21009090909090908
1226,EH,0.02441176470588236,0.8331764705882353
1226,EY,-0.87475,1.66825
1226,IH,-0.6266,0.9
1226,IY,-1.76675,1.51925
1226,OW,-0.6788333333333334,-0.9423333333333334
1226,OY,-0.7275,-1.185
1226,UH,-0.5372,-0.6054
1226,UW,-1.765375,-0.2785
1227,AA,0.66196875,-0.8129062499999999
1227,AE,-0.0016666666666666663,0.9747333333333332
1227,AH,0.6216666666666667,-0.5266666666666667
1227,AO,0.09018181818181815,-1.1746363636363635
1227,AW,0.3239166666666667,0.47100000000000003
1227,AY,0.9223529411764706,-0.3418235294117647
1227,EH,-0.24968,0.6948000000000001
1227,EY,-0.5745714285714286,0.768
1227,IH,-1.56125,0.91125
1227,IY,-1.37,1.7363
1227,OW,-0.19714285714285715,-0.34600000000000003
1227,OY,-1.4705,-1.624
1227,UH,-0.294,-0.3921666666666666
1227,UW,-1.3793333333333333,0.5403333333333333
1228,AA,0.6343333333333333,-1.2626666666666668
1228,AE,0.7813529411764706,0.3997058823529412
1228,AH,1.3544999999999998,-0.1985
1228,AO,-0.5212727272727272,-1.867
1228,AW,0.599,-0.08758333333333333
1228,AY,1.1410909090909092,-0.3510909090909091
1228,EH,-0.09676190476190476,0.4503809523809524
1228,EY,-0.32949999999999996,0.9056666666666667
1228,IH,-0.7,0.2064
1228,IY,-1.3532,1.4099
1228,OW,-0.6343333333333333,-0.8053333333333333
1228,OY,-0.9175,-2.0505
1228,UH,-0.29,-1.559
1228,UW,-1.1375,0.14916666666666667
1229,AA,0.29023076923076924,-0.8173076923076923
1229,AE,0.652,0.7359090909090908
1229,AH,-0.4255,-0.745
1229,AO,-0.38,-1.0635000000000001
1229,AW,0.2965,0.66675
1229,AY,1.14675,-0.33049999999999996
1229,EH,-0.2905384615384615,0.5462307692307692
1229,EY,-0.698,1.174
1229,IH,-0.633,1.2843333333333333
1229,IY,-1.2445,1.7805
1229,OW,-0.52725,-0.5415
1229,OY,-0.944,-1.346
1229,UH,-0.5155,-1.09575
1229,UW,-1.2395,0.11424999999999996
1230,AA,0.7463571428571428,-0.9686071428571428
1230,AE,0.7196470588235294,0.757470588235294
1230,AH,-0.161,-0.6311428571428571
1230,AO,0.41225,-1.286
1230,AW,0.2584166666666667,0.29658333333333337
1230,AY,0.8106875,-0.27875
1230,EH,-0.4575769230769231,0.7826153846153846
1230,EY,-0.5738,1.1596
1230,IH,-1.045,1.0201666666666667
1230,IY,-1.4566666666666668,1.6011666666666666
1230,OW,-0.4326666666666667,-0.7101111111111111
1230,OY,-1.732,-2.457
1230,UH,-0.6385000000000001,-0.5720000000000001
1230,UW,-1.342,-0.08839999999999999
1231,AA,0.5823125,-0.76534375
1231,AE,0.5919375,0.745
1231,AH,0.10799999999999998,-0.3265
1231,AO,0.226,-1.1389130434782608
1231,AW,0.19390909090909092,0.54
1231,AY,0.7852142857142858,-0.13764285714285715
1231,EH,-0.2067391304347826,0.9980434782608695
1231,EY,0.23400000000000004,1.593
1231,IH,-1.2988,0.8412000000000001
1231,IY,-1.577375,1.572375
1231,OW,-0.5436,-0.48230000000000006
1231,OY,-0.6415,-1.5705
1231,UH,-0.8301999999999999,-0.6477999999999999
1231,UW,-1.9599999999999997,0.12371428571428573
1232,AA,0.8307058823529412,-0.8352058823529411
1232,AE,0.6630526315789474,0.81
1232,AH,0.036000000000000004,-0.6545000000000001
1232,AO,0.3068,-1.0964500000000001
1232,AW,0.16508333333333333,0.45133333333333336
1232,AY,0.7812,-0.3124
1232,EH,-0.21827272727272728,0.6155909090909092
1232,EY,-0.6728571428571428,1.3965714285714286
1232,IH,-1.0308,0.8088000000000001
1232,IY,-1.689923076923077,1.595076923076923
1232,OW,-0.633375,-0.465
1232,OY,-1.157,-1.859
1232,UH,-0.63775,-1.092
1232,UW,-1.7815,0.06625
1233,AA,0.7855217391304348,-1.013695652173913
1233,AE,0.5713157894736842,0.4947894736842105
1233,AH,0.37639999999999996,-0.4593999999999999
1233,AO,0.34,-1.3524375
1233,AW,0.399,0.3264545454545455
1233,AY,0.8314736842105264,-0.4339473684210527
1233,EH,-0.16903846153846153,0.4708846153846154
1233,EY,-0.491625,0.975375
1233,IH,-0.84875,0.84075
1233,IY,-1.504153846153846,1.630153846153846
1233,OW,-0.5777142857142857,-0.36100000000000004
1233,OY,-0.79,-2.0020000000000002
1233,UH,-0.43125,-0.92075
1233,UW,-1.800875,0.593625
1234,AA,0.7211481481481482,-0.24918518518518518
1234,AE,0.33349999999999996,0.14033333333333334
1234,AH,0.4993333333333334,-0.07766666666666666
1234,AO,-0.3705652173913043,-0.634
1234,AY,0.75,0.2558571428571429
1234,EH,0.919,0.1265
1234,EY,-1.402,3.039
1234,IH,-0.62,0.002
1234,IY,-1.7931666666666668,3.1315000000000004
1234,OW,-0.76075,-0.18425
1234,OY,-0.9790000000000001,-0.659
1234,UH,-0.193,-0.25
1234,UW,-1.4905,-0.06
1235,AA,0.8073571428571429,-0.8329642857142857
1235,AE,0.718875,0.7378750000000001
1235,AH,0.2284,-0.5326000000000001
1235,AO,0.18161904761904762,-1.069904761904762
1235,AW,0.2932,0.4242
1235,AY,1.024,-0.22515384615384615
1235,EH,-0.33342105263157895,0.7862105263157895
1235,EY,-0.9213333333333332,1.1498333333333333
1235,IH,-1.1042,0.8066000000000001
1235,IY,-1.5705454545454545,1.7454545454545454
1235,OW,-0.797,-0.377
1235,OY,-0.8674999999999999,-1.7894999999999999
1235,UH,-0.65125,-1.07925
1235,UW,-1.6462857142857141,0.06071428571428571
1236,AA,0.5668148148148148,-0.6137777777777778
1236,AE,0.7240000000000001,0.36425
1236,AO,0.26905882352941174,-0.9191176470588235
1236,AW,0.4986,0.07440000000000001
1236,AY,0.5546,-0.20026666666666668
1236,EH,0.02200000000000001,0.503125
1236,EY,-0.9530000000000001,1.6095
1236,IH,-0.96,2.4385
1236,IY,-1.8696666666666668,1.9835555555555555
1236,OW,-0.7646666666666667,-0.22
1236,OY,-1.0345,-1.12
1236,UH,-0.59475,-0.39925
1236,UW,-2.0268333333333333,0.8301666666666666
1237,AE,1.2155,-0.199
1237,AH,1.38,-1.06
1237,AO,0.4205,-1.324
1237,AW,-0.387,0.731
1237,AY,0.93625,-0.40950000000000003
1237,EH,-0.1645,0.3205
1237,EY,-0.411,1.0505
1237,IH,-0.591,0.496
1237,IY,-1.012,0.8905
1237,OW,-0.442,-0.304
1237,OY,-0.779,-2.241
1237,UW,-0.8099999999999999,0.6813333333333333
1238,AA,0.9403333333333332,-0.50925
1238,AE,0.463875,0.519
1238,AH,-0.09700000000000002,-0.553
1238,AO,-0.0409090909090909,-1.1010909090909091
1238,AW,0.333,0.2782
1238,AY,0.7758888888888889,-0.46066666666666667
1238,EH,-0.09659999999999998,0.47830000000000006
1238,EY,-0.3915,1.045
1238,IH,-0.9590000000000001,0.888
1238,IY,-1.2928333333333333,1.8521666666666665
1238,OW,-0.7156666666666668,-0.6126666666666667
1238,OY,-1.085,-1.489
1238,UH,-0.984,-0.8176666666666668
1238,UW,-1.5056666666666665,0.8023333333333333
1239,AA,0.41311764705882353,-0.7477058823529412
1239,AE,0.344125,0.964
1239,AH,-0.4145,-0.7855
1239,AO,0.40099999999999997,-0.8925000000000001
1239,AW,-0.17033333333333334,0.46466666666666673
1239,AY,1.5596,-0.08520000000000001
1239,EH,-0.34525,0.639
1239,EY,0.349,2.198
1239,IH,-1.513,0.659
1239,IY,-1.4725000000000001,1.75675
1239,OW,-0.9083333333333333,-0.47933333333333333
1239,OY,-1.323,-1.649
1239,UH,-0.9913333333333334,-0.664
1240,AA,0.90346875,-0.4170625
1240,AE,0.2851666666666667,0.8903333333333333
1240,AH,-0.02333333333333334,-0.5748333333333333
1240,AO,0.13785714285714284,-0.9885238095238096
1240,AW,0.1392,0.2651
1240,AY,0.7206470588235294,-0.11517647058823531
1240,EH,-0.5029047619047619,0.579
1240,EY,-0.9066666666666666,1.0491666666666666
1240,IH,-0.8512000000000001,0.39640000000000003
1240,IY,-1.0214285714285716,1.9979999999999998
1240,OW,-1.0637142857142856,-0.6675714285714286
1240,OY,-1.2165,-1.3415
1240,UH,-0.49750000000000005,-0.7214999999999999
1240,UW,-1.8616666666666666,-0.5571666666666667
1241,AA,0.65971875,-0.2475625
1241,AE,0.5500909090909091,0.9904545454545454
1241,AH,0.15183333333333335,-0.4008333333333333
1241,AO,-0.24469565217391304,-0.8741304347826088
1241,AW,0.38233333333333336,0.7751666666666667
1241,AY,0.7995882352941176,0.05076470588235294
1241,EH,-0.42500000000000004,0.6469230769230769
1241,IH,-0.909,0.9065000000000001
1241,IY,-2.5875,1.7235
1241,OW,-0.8415555555555555,-0.15622222222222223
1241,OY,-1.2095,-1.5030000000000001
1241,UH,-0.7253999999999999,-0.351
1241,UW,-1.8804000000000003,-0.2766
1242,AA,0.9350799999999999,-0.39008000000000004
1242,AE,0.42164285714285715,0.7592142857142858
1242,AH,0.44333333333333336,-0.2853333333333334
1242,AO,-0.2626818181818182,-1.3011363636363635
1242,AW,0.3629166666666667,0.3769166666666666
1242,AY,0.8823529411764706,-0.21194117647058824
1242,EH,-0.6080434782608696,1.0581739130434784
1242,EY,0.6195,1.0110000000000001
1242,IH,-0.6268,0.6852
1242,IY,-1.3795714285714287,1.6915714285714285
1242,OW,-0.4244,-0.5445
1242,OY,-1.125,-1.7515
1242,UH,-0.5396666666666666,-0.5946666666666667
1242,UW,-1.7835999999999999,-0.2846
1243,AA,0.8114782608695653,-0.6909565217391304
1243,AE,1.0609166666666667,0.4518333333333333
1243,AH,0.079,-0.2145
1243,AO,0.09149999999999996,-1.1504
1243,AW,0.5196000000000001,0.6980000000000001
1243,AY,0.19066666666666668,-0.14475
1243,EH,-0.4795833333333334,0.6593333333333333
1243,EY,-0.27949999999999997,0.8995
1243,IH,-1.3676,0.7055999999999999
1243,IY,-1.2296666666666667,2.332333333333333
1243,OW,-0.63,-0.29200000000000004
1243,OY,-1.2,-1.7970000000000002
1243,UH,-0.58375,-1.11625
1243,UW,-1.502,0.1405
1244,AA,0.8709999999999999,-0.7063571428571428
1244,AE,0.2599375,0.6495625
1244,AH,-0.46975,-0.5965
1244,AO,0.1764705882352941,-1.029705882352941
1244,AW,0.2509,0.3679
1244,AY,0.7528571428571429,-0.38807142857142857
1244,EH,-0.28254545454545454,0.6970454545454546
1244,EY,-0.3757142857142857,1.1548571428571428
1244,IH,-1.0935,0.70775
1244,IY,-1.5279999999999998,1.8455555555555554
1244,OW,-0.7918571428571429,-0.7605714285714286
1244,OY,-1.275,-1.7735
1244,UH,-0.4795,-0.802
1244,UW,-0.9546666666666667,0.04133333333333333
1245,AA,0.9070588235294118,-0.9611764705882353
1245,AE,0.9707692307692307,0.3426923076923077
1245,AH,0.41625,-0.35175
1245,AO,0.38880000000000003,-1.2994666666666668
1245,AW,-0.22249999999999998,-0.81
1245,AY,0.4648888888888889,-0.24311111111111108
1245,EH,0.14108695652173914,0.44708695652173913
1245,EY,-0.4502857142857143,0.9217142857142857
1245,IH,-0.6422857142857142,0.5707142857142857
1245,IY,-1.7298000000000002,1.6797999999999997
1245,OW,-0.07133333333333335,-0.22566666666666668
1245,OY,-0.509,-0.764
1245,UH,-0.6396,-0.8545999999999999
1245,UW,-1.64325,0.692375
1246,AA,0.9613611111111111,-0.56325
1246,AE,0.4597647058823529,0.7421176470588235
1246,AH,-0.1655,-0.632
1246,AO,-0.17396,-1.2199200000000001
1246,AW,0.7495833333333334,0.33758333333333335
1246,AY,0.8306111111111112,-0.29827777777777775
1246,EH,-0.4916538461538461,0.7967307692307692
1246,EY,-0.3575,1.0471249999999999
1246,IH,-0.832,0.8533333333333334
1246,IY,-1.6645833333333335,1.7945
1246,OW,-0.580125,-0.81525
1246,OY,-1.1760000000000002,-1.8860000000000001
1246,UH,-0.7621666666666668,-0.6541666666666667
1246,UW,-1.105375,0.21862499999999999
1247,AA,0.7220714285714286,-0.40724999999999995
1247,AE,0.9192727272727272,0.3826363636363636
1247,AH,0.03283333333333334,-0.8228333333333334
1247,AO,-0.027437500000000004,-1.315375
1247,AW,0.265,0.301375
1247,AY,0.9884375,-0.238625
1247,EH,-0.4854761904761905,0.9051904761904762
1247,EY,-0.5174,1.3406
1247,IH,-1.0362,1.0262
1247,IY,-1.6777777777777778,1.8383333333333336
1247,OW,-0.7896666666666666,-0.6044999999999999
1247,OY,-0.6034999999999999,-1.3824999999999998
1247,UH,-0.519,-0.9265
1247,UW,-1.734,-0.6759999999999999
1248,AA,0.8392380952380952,-0.8607619047619048
1248,AE,0.6543333333333333,0.6282500000000001
1248,AH,0.428,-0.469
1248,AO,0.06815384615384618,-1.447769230769231
1248,AW,0.6014444444444444,0.25755555555555554
1248,AY,0.9592,-0.39160000000000006
1248,EH,-0.23930769230769228,0.5714615384615385
1248,EY,-0.13557142857142854,1.0284285714285715
1248,IH,-0.038000000000000006,0.29025
1248,IY,-1.4836153846153846,1.4424615384615385
1248,OW,-0.511,-0.3233333333333333
1248,OY,-1.0975,-1.48
1248,UH,-0.5575,-1.0430000000000001
1248,UW,-1.187,0.3193333333333333
1249,AA,0.6992083333333333,-0.8410833333333333
1249,AE,0.3395454545454546,0.5379090909090909
1249,AH,-0.1376666666666667,-0.661
1249,AO,-0.1105,-0.970125
