speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,childLatJittered,childLongJittered,birthyear
1535,335,F,white,business owner,somecoll,1,3,fall river,urban,2723,MA,41.6927049,-71.1297257,fall river,urban,2723,MA,41.6927049,-71.1297257,somerset,2726.0,MA,2016_9_23_14_kJNHM,yes,MechanicalTurkProject,41.69629109454134,-71.12432176301752,1974
1536,336,M,white,Social Worker,grad,3,5,Saco,suburban,4072,ME,43.550411,-70.4663413,Saco,suburban,4072,ME,43.550411,-70.4663413,Portland,4102.0,ME,2016_9_23_14_tBmPK,yes,MechanicalTurkProject,43.55138087722789,-70.47112791226171,1977
1537,337,M,asianindian,IT Company,somecoll,3,3,Fairfield,suburban,6825,CT,41.1965831,-73.2432544,Fairfield,suburban,6825,CT,41.1965831,-73.2432544,Fairfield,6825.0,CT,2016_9_23_16_OPAKY,yes,MechanicalTurkProject,41.202107805697935,-73.25174312868872,1997
1538,338,F,white,Sales Associate,somecoll,3,3,Etna,rural,4434,ME,44.7638663,-69.1280682,Etna,rural,4434,ME,44.7638663,-69.1280682,Carmel,4419.0,ME,2016_9_23_16_XetlI,yes,MechanicalTurkProject,44.76181484260294,-69.12110720676121,1990
1540,340,F,white,Dance Studio Manager,bach,2,4,Chelmsford,suburban,1863,MA,42.6337803,-71.3894701,Chelmsford,suburban,1863,MA,42.6337803,-71.3894701,Fitchburg,1420.0,MA,2016_9_23_20_tZxTt,yes,MechanicalTurkProject,42.631089422342185,-71.39870522975987,1989
1541,341,F,white,Paralegal,bach,3,4,Winchester,suburban,1890,MA,42.4527518,-71.1443188,Winchester,suburban,1890,MA,42.4527518,-71.1443188,Winchester,1890.0,MA,2016_9_23_21_ljmvQ,yes,MechanicalTurkProject,42.44615910852554,-71.1479186017661,1993
1542,342,F,white,Computer hardware sales,somecoll,3,3,Merrimack,suburban,3054,NH,42.8520335,-71.5198762,Merrimack,suburban,3054,NH,42.8520335,-71.5198762,Boston-downtown,2116.0,MA,2016_9_23_23_dyIPT,yes,MechanicalTurkProject,42.84799412608728,-71.52020039797314,1996
1543,343,M,white,customer service,somecoll,3,3,East Boston,suburban,2128,MA,42.3611289,-71.0069754,East Boston,suburban,2128,MA,42.3611289,-71.0069754,East Boston,2128.0,MA,2016_9_23_23_igadD,yes,MechanicalTurkProject,42.36323018323126,-71.01290342211261,1989
1544,344,F,white,Student,bach,3,4,Scaroborough,suburban,4074,ME,43.5896271,-70.3661914,Scaborough,suburban,4074,ME,43.5896271,-70.3661914,Scarborough,4074.0,ME,2016_9_24_1_TUNYP,yes,MechanicalTurkProject,43.59436963716429,-70.35960253930836,1995
1545,345,F,white,College Admission Counselor,grad,3,5,Tenants Harbor,rural,4860,ME,43.979599,-69.2160402,Tenants Harbor,rural,4860,ME,43.979599,-69.2160402,Hebron,4238.0,ME,2016_9_24_6_HWliy,yes,MechanicalTurkProject,43.97483590233881,-69.21132847682287,1972
1546,346,F,white,Credit Union Teller,somecoll,3,3,Stoughton,suburban,2072,MA,42.119006,-71.1036499,Stoughton,suburban,2072,MA,42.119006,-71.1036499,Mechanic Falls,4256.0,ME,2016_9_24_9_cdTrt,yes,MechanicalTurkProject,42.11738732265433,-71.10469895928358,1987
1547,347,F,white,Scientist,bach,3,4,Beverly,suburban,1915,MA,42.5702689,-70.8669963,Beverly,suburban,1915,MA,42.5702689,-70.8669963,Hamilton,1982.0,MA,2016_9_24_9_hedMI,yes,MechanicalTurkProject,42.56554562505089,-70.87025161300348,1989
1548,348,F,mixed,Student,assoc,3,3,New Haven,suburban,6511,CT,41.3170464,-72.9272951,New Haven,suburban,6511,CT,41.3170464,-72.9272951,New Haven,6511.0,CT,2016_9_24_12_DOUmC,yes,MechanicalTurkProject,41.309948812665205,-72.9256780782381,1996
1549,349,F,white,Teacher,grad,3,5,Wayland,suburban,1778,MA,42.3436865,-71.381186,Wayland,suburban,1778,MA,42.3436865,-71.381186,Lynn,1904.0,MA,2016_9_24_13_dAeIe,yes,MechanicalTurkProject,42.34929158261285,-71.38754030702577,1982
1550,350,F,white,Actor,bach,1,4,Reading,suburban,1867,MA,42.5351829,-71.1054234,Reading,suburban,1867,MA,42.5351829,-71.1054234,Williamsburg,23185.0,VA,2016_9_24_14_CxQFs,no,MechanicalTurkProject,42.54172919188141,-71.09790041939901,1993
1551,351,M,white,Taxi Driver,high,5,2,Essex,rural,6426,CT,41.351136,-72.3971637,Old Saybrook,rural,6475,CT,41.2998973,-72.3827344,Old Saybrook,6475.0,CT,2016_9_24_20_PZqFY,yes,MechanicalTurkProject,41.35613318654161,-72.391415079955,1974
1552,352,M,white,Outdoor Educator,bach,5,4,Bennington,rural,5201,VT,42.869213,-73.1285154,Bennington,rural,5201,VT,42.869213,-73.1285154,Lewiston,4240.0,ME,2016_9_24_20_XVfEt,yes,MechanicalTurkProject,42.86654696493704,-73.12560500658203,1989
1555,355,F,white,Baker,somecoll,4,3,Baldwinville,suburban,1436,MA,42.6033745,-72.0883953,Baldwinville,suburban,1436,MA,42.6033745,-72.0883953,Baldwinville,1436.0,MA,2016_9_25_11_bMjwV,yes,MechanicalTurkProject,42.60515602326444,-72.0842031865239,1992
1557,357,M,white,Communications/marketing,bach,3,4,Northampton,suburban,1060,MA,42.3214882,-72.6305882,Northampton,suburban,1060,MA,42.3214882,-72.6305882,Middlebury,5753.0,VT,2016_9_25_11_GjAxo,yes,MechanicalTurkProject,42.3167587404276,-72.63215856523672,1991
1558,358,F,white,Teacher,grad,3,5,Attleboro,suburban,2703,MA,41.9316531,-71.2945028,Attleboro,suburban,2703,MA,41.9316531,-71.2945028,Attleboro,2703.0,MA,2016_9_25_12_fCzjR,no,MechanicalTurkProject,41.92603480383481,-71.28840593826509,1987
1559,359,M,white,Senior Assistant Director for Systems,grad,2,5,"Prospect, CT",suburban,6712,CT,41.4992466,-72.9756339,"Bradford, ME",rural,3828,ME,42.9037387,-70.9955699,"Arlington, MA",2476.0,MA,2016_9_25_15_PFRCE,yes,MechanicalTurkProject,41.50019172808285,-72.96904414450572,1983
1560,360,M,white,Dish Washer,somecoll,6,3,Colchester,suburban,5446,VT,44.5412554,-73.1844116,Colchester,suburban,5446,VT,44.5412554,-73.1844116,Colchester,5446.0,VT,2016_9_25_15_qpyNT,yes,MechanicalTurkProject,44.53505114152303,-73.17911852990375,1998
1562,362,M,white,Information Technology,bach,4,4,Auburn,suburban,3032,NH,42.9972613,-71.3634244,West Hartford,suburban,6110,CT,41.7326833,-72.733603,West Hartford,6110.0,CT,2016_9_25_15_zNnnk,yes,MechanicalTurkProject,42.99599424257834,-71.36875061320906,1984
1563,363,F,white,musician,bach,4,4,West Hartford,suburban,6119,CT,41.763421,-72.727208,West Hartford,suburban,6119,CT,41.763421,-72.727208,Somerville,2155.0,MA,2016_9_25_16_pNWGm,yes,MechanicalTurkProject,41.76265300460283,-72.73658973839545,1991
1564,364,F,white,Research Coordinator,bach,3,4,Hamden,suburban,6518,CT,41.4308322,-72.9120209,Hamden,suburban,6518,CT,41.4308322,-72.9120209,Ithaca,14850.0,NY,2016_9_25_16_WaNvV,yes,MechanicalTurkProject,41.43295164027717,-72.91406398341347,1994
1567,367,F,white,Ecommerce retail,bach,3,4,Warwick,suburban,2889,RI,41.7005907,-71.3769271,Providence,urban,2906,RI,41.8401692,-71.3904078,Pittsburgh,2115.0,PA,2016_9_25_20_kYVAj,yes,MechanicalTurkProject,41.70624679154951,-71.37131213331888,1992
1568,368,F,white,retail,assoc,3,3,Stoughton,suburban,2072,MA,42.119006,-71.1036499,stoughton,suburban,2072,MA,42.119006,-71.1036499,Somerville,2143.0,MA,2016_9_25_23_MPjlZ,yes,MechanicalTurkProject,42.11260114341697,-71.10012411194883,1989
1569,369,F,white,Customer Service,high,3,2,Chepachet,rural,2814,RI,41.8959478,-71.7004064,Chepachet,rural,2814,RI,41.8959478,-71.7004064,Chepachet,2703.0,RI,2016_9_26_3_RvFsD,no,MechanicalTurkProject,41.89298636515538,-71.69820185717357,1977
1570,370,F,white,ESL teacher,bach,3,4,Beverly,suburban,1915,MA,42.5702689,-70.8669963,Beverly,suburban,1915,MA,42.5702689,-70.8669963,Amherst,1003.0,MA,2016_9_26_7_sAMVA,yes,MechanicalTurkProject,42.565864692353706,-70.87397020742918,1991
1571,371,F,puerto,Customer Service,somecoll,3,3,Hartford,urban,6106,CT,41.7485873,-72.6960065,Hartford,urban,6106,CT,41.7485873,-72.6960065,East Windsor,6088.0,CT,2016_9_26_7_uQDab,yes,MechanicalTurkProject,41.7476734604145,-72.7026370198588,1992
1572,372,M,white,dishwasher,high,6,2,Warwick,suburban,2888,RI,41.7476708,-71.4061184,CRANSTON,suburban,2910,RI,41.7749988,-71.4355935,CRANSTON,2910.0,RI,2016_9_26_10_ljZfH,yes,MechanicalTurkProject,41.7510070465331,-71.41505736686139,1997
1573,373,F,white,proctor,grad,5,5,westfield,suburban,1085,MA,42.1535029,-72.771602,westfield,suburban,1085,MA,42.1535029,-72.771602,westfield,1085.0,MA,2016_9_26_12_jJrRF,yes,MechanicalTurkProject,42.15240386976818,-72.77329363304655,1978
1574,374,F,otherhisp,Unemployed,bach,6,4,Stamford,urban,6901,CT,41.0535959,-73.538166,Stamford,urban,6901,CT,41.0535959,-73.538166,South Hadley,1075.0,MA,2016_9_26_13_QDAgX,yes,MechanicalTurkProject,41.05034164960639,-73.53098965977284,1993
1576,376,F,white,Human Resources Director,bach,3,4,Newport,suburban,2840,RI,41.4782156,-71.3223748,Newport,suburban,2840,RI,41.4782156,-71.3223748,Newport,2840.0,RI,2016_9_26_13_RGsLy,yes,MechanicalTurkProject,41.4840216905992,-71.32657729514746,1978
1577,377,F,white,Emergency Dispatcher,somecoll,5,3,Mansfield Center,rural,6250,CT,41.7729549,-72.1984464,Mansfield Center,rural,6250,CT,41.7729549,-72.1984464,Mansfield Center,6250.0,CT,2016_9_26_15_xDFJg,yes,MechanicalTurkProject,41.76674998911975,-72.19530499010199,1994
1580,380,F,white,Human Resources,grad,3,5,Lyndonville,rural,5851,VT,44.5571323,-72.0805897,Danville,rural,3828,VT,,,Northwood,3261.0,NH,2016_9_26_18_AHZRs,yes,MechanicalTurkProject,44.5584195802373,-72.08194414408459,1988
1581,381,M,white,Engineer,bach,4,4,Webster,suburban,1570,MA,42.0475322,-71.8469522,Webster,suburban,1844,MA,42.742751,-71.178588,Methuen,1844.0,MA,2016_9_26_18_PoRwZ,yes,MechanicalTurkProject,42.046140977415725,-71.84010290088065,1969
1582,382,F,vietnamese,Marketing Coordinator,bach,3,4,Woonsocket,suburban,2895,RI,42.0017058,-71.4999487,Woonsocket,suburban,2895,RI,42.0017058,-71.4999487,Boston,2118.0,MA,2016_9_26_20_aNlZD,yes,MechanicalTurkProject,42.00309930767597,-71.5092415139201,1992
1583,383,F,white,Research Coordinator,bach,3,4,Greenfield ,rural,1301,MA,42.6267614,-72.6015304,Marion,suburban,2738,MA,41.7041381,-70.7522247,Kenmore/Fenway in Boston,2215.0,MA,2016_9_26_20_bzaqa,yes,MechanicalTurkProject,42.62353829161219,-72.60048489797201,1993
1584,384,F,white,Vet receptionist ,somecoll,3,3,Stratford ,suburban,6614,CT,41.2324658,-73.1298734,Stratford ,suburban,6614,CT,41.2324658,-73.1298734,Waterbury ,6708.0,CT,2016_9_27_11_UPTcS,yes,MechanicalTurkProject,41.23034666168909,-73.12578577494877,1975
1585,385,M,otherhisp,Factory Worker - Father,bach,5,4,Central Falls,urban,2863,RI,41.8900642,-71.3934808,Central Falls,urban,2863,RI,41.8900642,-71.3934808,Kingston,2881.0,RI,2016_9_27_14_DlXzD,yes,MechanicalTurkProject,41.89708821890535,-71.38809785884771,1995
1586,386,M,white,cashier,somecoll,5,3,Kennebunk,urban,4043,ME,43.3929792,-70.5770318,kennebunk,urban,4043,ME,43.3929792,-70.5770318,kennebunk,4043.0,ME,2016_9_27_14_OUeAJ,no,MechanicalTurkProject,43.39340938813256,-70.57435084415019,1995
1587,387,F,white,Dental Assistant,high,3,2,Medford,suburban,2155,MA,42.4238395,-71.1076732,Medford,suburban,2155,MA,42.4238395,-71.1076732,Medford,2155.0,MA,2016_9_27_16_dmffw,yes,MechanicalTurkProject,42.42276227606987,-71.11412077578953,1991
1588,388,M,white,School Bus Driver,somecoll,5,3,Watertown,suburban,2472,MA,42.3694508,-71.1779249,Watertown,suburban,2472,MA,42.3694508,-71.1779249,Watertown,2472.0,MA,2016_9_27_18_KptfB,yes,MechanicalTurkProject,42.3667145006124,-71.17865769634102,1971
1589,389,M,white,Engineer,bach,4,4,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Franklin,2038.0,MA,2016_9_27_19_iJWOU,yes,MechanicalTurkProject,42.09091848820884,-71.4090832381147,1972
1591,391,F,white,Student,bach,3,4,Arlington,suburban,2474,MA,42.4209494,-71.1563695,Arlington,suburban,2474,MA,42.4209494,-71.1563695,Arlington,2474.0,MA,2016_9_27_20_ACkeS,no,MechanicalTurkProject,42.41976145490363,-71.15019266239017,1990
1592,392,M,white,Student,bach,3,4,Mansfield,suburban,2048,MA,42.0172998,-71.2172998,Walpole,suburban,2081,MA,42.1462266,-71.2703781,South Kingstown,2093.0,RI,2016_9_27_20_zFsOv,yes,MechanicalTurkProject,42.019174375520656,-71.22113922060765,1987
1593,393,F,white,Writer,somecoll,4,3,Buckfield,rural,4220,ME,44.3426203,-70.3474404,Buckfield,rural,4220,ME,44.3426203,-70.3474404,Lewiston,,ME,2016_9_27_21_knYGX,yes,MechanicalTurkProject,44.342418629763245,-70.35713106879778,1981
1595,395,F,white,Student,grad,3,5,Killington,rural,5751,VT,43.657584,-72.7844104,Killington,rural,5751,VT,43.657584,-72.7844104,Portland,4101.0,ME,2016_9_27_23_raOZB,no,MechanicalTurkProject,43.65858574736105,-72.7867844745925,1984
1596,396,M,white,engineer,grad,4,5,Manchester,urban,3102,NH,43.0119153,-71.4911193,Manchester,urban,3102,NH,43.0119153,-71.4911193,Somers,6071.0,CT,2016_9_28_9_jhOVd,yes,MechanicalTurkProject,43.01902578295251,-71.49659284560644,1966
1597,397,F,mixed,Medical Doctor,bach,1,4,Bennington,rural,5201,VT,42.869213,-73.1285154,Bennington,rural,5201,VT,42.869213,-73.1285154,Burlington,5401.0,VT,2016_9_28_10_gyDgR,yes,MechanicalTurkProject,42.87314007675212,-73.13221134575379,1988
1598,398,F,white,Customer service,high,3,2,Barrington,suburban,2806,RI,41.7347531,-71.3197319,Barrington,suburban,2806,RI,41.7347531,-71.3197319,Barrington,2806.0,RI,2016_9_28_11_IAiPR,yes,MechanicalTurkProject,41.73979097187588,-71.3178160151126,1984
1599,399,F,white,home maker,high,4,2,Guilford,suburban,6437,CT,41.3317772,-72.696816,Guilford,suburban,6437,CT,41.3317772,-72.696816,saint petersburg,33702.0,FL,2016_9_28_12_MTica,yes,MechanicalTurkProject,41.32820706034369,-72.70476801951843,1983
1600,400,F,white,"Director, Sales",bach,2,4,West Boylston,suburban,1583,MA,42.3694173,-71.7850362,West Boylston,suburban,1583,MA,42.3694173,-71.7850362,Manchester,3104.0,NH,2016_9_28_12_xwHVr,yes,MechanicalTurkProject,42.36824632464406,-71.78332972574856,1980
1601,401,F,white,Cook,high,5,2,Amherst,suburban,1002,MA,42.3639768,-72.4585072,Deerfield,rural,1342,MA,42.5438893,-72.6094578,Amherst,1002.0,MA,2016_9_28_14_pcMsJ,yes,MechanicalTurkProject,42.35826324841453,-72.45902332220442,1983
1602,402,M,white,Customer Service,somecoll,3,3,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,1902.0,MA,2016_9_28_14_YLrfH,yes,MechanicalTurkProject,42.46522060296631,-70.93285735195195,1975
1603,403,M,white,Retail,somecoll,3,3,Stoneham,suburban,2180,MA,42.4742082,-71.0976654,Stoneham,suburban,2180,MA,42.4742082,-71.0976654,Stoneham,2180.0,MA,2016_9_28_16_LQkrz,yes,MechanicalTurkProject,42.47374504217841,-71.0944713252535,1989
1604,404,M,vietnamese,Technician,high,4,2,Salem,suburban,3079,NH,42.7882748,-71.22172,Salem,suburban,3079,NH,42.7882748,-71.22172,Salem,,NH,2016_9_28_18_AvTsB,yes,MechanicalTurkProject,42.78142594926278,-71.21715219287897,1997
1605,405,F,chinese,accountant,bach,3,4,Providence,urban,2908,RI,41.8398254,-71.436794,Providence,urban,2908,RI,41.8398254,-71.436794,Providence,2908.0,RI,2016_9_28_19_fhngK,yes,MechanicalTurkProject,41.83833285246655,-71.44004191657262,1986
1606,406,F,white,Teacher ,bach,3,4,Quincy ,suburban,2169,MA,42.248386,-71.0022792,Quincy ,suburban,2169,MA,42.248386,-71.0022792,Quincy ,2169.0,MA,2016_9_28_19_TjLMT,yes,MechanicalTurkProject,42.25255458479128,-71.01075958523028,1954
1607,407,F,korean,Self Employed,high,4,2,Attleboro,suburban,2703,MA,41.9316531,-71.2945028,Rockport,rural,4856,ME,44.1806036,-69.1221093,Camden,4843.0,ME,2016_9_28_20_nsbJd,yes,MechanicalTurkProject,41.92878787066425,-71.30128679425908,1988
1608,408,F,white,Scientist,grad,3,5,Worcester,suburban,1606,MA,42.3152487,-71.7957414,Worcester,suburban,1605,MA,42.2896832,-71.7877932,Lowell,1854.0,MA,2016_9_29_17_fYiZT,yes,MechanicalTurkProject,42.310387734782495,-71.78817615867442,1993
1609,409,F,white,"Project Manager, Sociobehavioral research",grad,3,5,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Boston,2215.0,MA,2016_9_29_17_Kcqtd,yes,MechanicalTurkProject,41.83461923638348,-71.51873078095814,1992
1610,410,M,white,Operations Director,bach,2,4,Litchfield,rural,3052,NH,42.8460813,-71.468283,Litchfield,rural,3052,NH,42.8460813,-71.468283,Durham,3824.0,NH,2016_9_29_20_IhIMu,yes,MechanicalTurkProject,42.85267783443729,-71.46959720780971,1978
1611,411,F,white,CNA,somecoll,3,3,Hopkinton,rural,2833,RI,41.4835826,-71.7721116,Hopkinton,rural,2833,RI,41.4835826,-71.7721116,Hopkinton,2833.0,RI,2016_9_29_21_GGsCk,yes,MechanicalTurkProject,41.48467401301636,-71.77091595352961,1980
1612,412,M,white,Governance Analyst,bach,3,4,Portland,urban,4101,ME,43.6626067,-70.257949,Fort Kent,rural,4743,ME,47.2002665,-68.6143326,Bangor,4401.0,ME,2016_9_29_22_QlKhz,yes,MechanicalTurkProject,43.66418949547669,-70.25132822108736,1982
1613,413,F,white,Retail manager,bach,2,4,Ashburnham,rural,1430,MA,42.6570054,-71.9234423,Ashburnham,rural,1430,MA,42.6570054,-71.9234423,Ashburnham,1430.0,MA,2016_9_30_7_IPHlJ,no,MechanicalTurkProject,42.65003729302012,-71.91509513766404,1987
1614,414,M,black,Journalist,bach,3,4,Providence,urban,2907,RI,41.7985934,-71.4246301,Glassboro,suburban,8028,NotNE,39.6958627,-75.1214146,Providence,2909.0,RI,2016_9_30_8_SWoca,yes,MechanicalTurkProject,41.802063922062544,-71.41677361131416,1989
1615,415,M,white,Chef,bach,4,4,Wareham,suburban,2571,MA,41.7611873,-70.6959913,Wareham,suburban,2571,MA,41.7611873,-70.6959913,Providence,2901.0,MA,2016_9_30_9_TmonT,yes,MechanicalTurkProject,41.7618555550834,-70.69211627331882,1983
1616,416,M,white,Tutor,bach,3,4,Ashaway,rural,2804,RI,41.4339344,-71.7703137,Ashaway,rural,2804,RI,41.4339344,-71.7703137,Ashaway,2804.0,RI,2016_9_30_13_Dxnmz,yes,MechanicalTurkProject,41.43180543706397,-71.76906939054923,1994
1617,417,F,white,Health Insurance Analyst,bach,3,4,Manchester,suburban,6040,CT,41.7614154,-72.525608,Manchester,suburban,6040,CT,41.7614154,-72.525608,Manchester,6040.0,CT,2016_9_30_13_fPZlm,yes,MechanicalTurkProject,41.75869610966748,-72.52703200738233,1985
1618,418,M,white,FAA Parachute Rigger,somecoll,4,3,Kennebunk,suburban,4043,ME,43.3929792,-70.5770318,Kennebunk,suburban,4043,ME,43.3929792,-70.5770318,Kennebunk,4043.0,ME,2016_9_30_14_kshKH,no,MechanicalTurkProject,43.39882890572966,-70.5783820013696,1992
1619,419,F,white,Accountant,grad,3,5,Belfast,rural,4915,ME,44.4635016,-69.0375706,Belfast,rural,4915,ME,44.4635016,-69.0375706,Northport,4849.0,ME,2016_9_30_19_Qwlcd,no,MechanicalTurkProject,44.46968152809941,-69.0437141075675,1985
1620,420,F,white,Cashier,high,5,2,Quincy,suburban,2169,MA,42.248386,-71.0022792,Weymouth,suburban,2191,MA,42.243453,-70.942033,Brockton,2302.0,MA,2016_10_1_6_INlaB,yes,MechanicalTurkProject,42.25486079374714,-70.99828180907349,1978
1624,424,F,white,site coordinator,somecoll,3,3,Bristol,rural,3222,NH,43.642709,-71.7891385,Bristol,rural,3222,NH,43.642709,-71.7891385,bristol,3222.0,NH,2016_10_1_11_KATAV,yes,MechanicalTurkProject,43.635859608467904,-71.78827005866408,1982
1626,426,F,white,social worker,bach,3,4,Norwood,suburban,2062,MA,42.1873602,-71.1959555,Norwood,suburban,2062,MA,42.1873602,-71.1959555,new bedford,2740.0,MA,2016_10_1_16_giEwG,yes,MechanicalTurkProject,42.194333043193055,-71.19336141497398,1982
1627,427,F,white,TD Bank Teller,high,3,2,Brookline,rural,3033,NH,42.749263,-71.6756699,Brookline,rural,3033,NH,42.749263,-71.6756699,Brookline,3033.0,NH,2016_10_1_16_xSwsM,yes,MechanicalTurkProject,42.75053713066117,-71.67983110680846,1992
1628,428,F,black,Certifier,somecoll,3,3,Hadley,rural,1030,MA,42.0729247,-72.6869715,Greenfield,suburban,1301,MA,42.6267614,-72.6015304,Greenfield,1301.0,MA,2016_10_1_17_rHPGZ,yes,MechanicalTurkProject,42.07288485465828,-72.68365071785888,1993
1629,429,F,white,Caregiver,somecoll,5,3,Coventry,suburban,2816,RI,41.6920463,-71.6191159,Voluntown,rural,6384,CT,41.5791925,-71.8312276,Coventry,2816.0,RI,2016_10_1_17_UpGXK,no,MechanicalTurkProject,41.69403075710915,-71.62121381369461,1991
1631,431,F,white,Graphic Designer,bach,3,4,Simsbury,suburban,6081,CT,41.905187,-72.7725513,Simsbury,suburban,6081,CT,41.905187,-72.7725513,Hartford,6105.0,CT,2016_10_1_22_qAkry,yes,MechanicalTurkProject,41.90765413044621,-72.77339167563488,1988
1632,432,M,black,Home Health Aid,somecoll,3,3,Dorchester,urban,2121,MA,42.3062667,-71.0858974,Brockton,urban,2302,MA,42.0881234,-70.9982927,Taunton,2780.0,MA,2016_10_2_4_myZtU,yes,MechanicalTurkProject,42.30568175922497,-71.08925385089586,1989
1633,433,F,white,Entrepreneur,grad,1,5,Dartmouth,suburban,2748,MA,41.5535737,-70.9711353,Dartmouth,suburban,2748,MA,41.5535737,-70.9711353,Dartmouth,2748.0,MA,2016_10_2_8_mZRUI,no,MechanicalTurkProject,41.558705112997465,-70.96555704626337,1989
1634,434,F,black,Lab Technician,bach,4,4,Hyde Park,suburban,2136,MA,42.2550833,-71.1292203,Hyde Park,suburban,2136,MA,42.2550833,-71.1292203,Hyde Park,2136.0,MA,2016_10_2_10_UoCSz,yes,MechanicalTurkProject,42.24892789048792,-71.13472828053148,1990
1635,435,F,black,sales,bach,3,4,Randolph,suburban,2368,MA,42.1764456,-71.0515674,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Franklin,2038.0,MA,2016_10_2_15_IRYLY,no,MechanicalTurkProject,42.183535987126966,-71.0575444448628,1993
1636,436,M,white,Graduate Student,bach,3,4,Lexington,suburban,2420,MA,42.4570545,-71.2154642,Lexington,suburban,2420,MA,42.4570545,-71.2154642,Brunswick,4011.0,ME,2016_10_2_15_JtLhZ,yes,MechanicalTurkProject,42.46027127232516,-71.20793779906185,1991
1637,437,M,white,Meat Clerk,high,5,2,West Haven,urban,6516,CT,41.2725732,-72.9649666,Madison,rural,6443,CT,41.344481,-72.6245213,Clinton,6413.0,CT,2016_10_2_22_alxfH,yes,MechanicalTurkProject,41.2764796394535,-72.97007419493704,1980
1638,438,M,white,Student,somecoll,3,3,Danbury,suburban,6811,CT,41.4225862,-73.4783643,Danbury,suburban,6811,CT,41.4225862,-73.4783643,Allentown,18104.0,CT,2016_10_2_22_FfuBS,yes,MechanicalTurkProject,41.4257217709612,-73.48092542898692,1997
1639,439,F,white,Communications Specialist,bach,3,4,Framingham,suburban,1701,MA,42.3201685,-71.440409,Framingham,suburban,1701,MA,42.3201685,-71.440409,Boston,2109.0,MA,2016_10_3_10_hSOni,yes,MechanicalTurkProject,42.31622801320548,-71.44478122867807,1994
1640,440,F,white,Childcare Director,somecoll,2,3,Winthrop,suburban,2152,MA,42.3730546,-70.9748072,WINTHROP,suburban,2152,MA,42.3730546,-70.9748072,WINTHROP,2152.0,MA,2016_10_3_10_NfRdJ,yes,MechanicalTurkProject,42.3709880987729,-70.97773136813046,1984
1641,441,M,white,Maritime Historian,bach,4,4,Gloucester,urban,1930,MA,42.61991,-70.6818235,Gloucester,urban,1930,MA,42.61991,-70.6818235,Gloucester,1930.0,MA,2016_10_3_10_nJVSJ,yes,MechanicalTurkProject,42.62673149087322,-70.68333028906693,1976
1642,442,F,white,Student,somecoll,3,3,Bethel,suburban,6801,CT,41.3697777,-73.3895032,Bethel,suburban,6801,CT,41.3697777,-73.3895032,Storrs,6269.0,CT,2016_10_3_12_Hdhxk,yes,MechanicalTurkProject,41.370492543192285,-73.39375670853573,1995
1643,443,M,white,Education,grad,3,5,Jamestown,suburban,2835,RI,41.510088,-71.3783655,Jamestown,suburban,2835,RI,41.510088,-71.3783655,New Britain,6053.0,CT,2016_10_3_13_JGleJ,yes,MechanicalTurkProject,41.51136710527427,-71.38150022288664,1985
1644,444,F,white,Senior Consultant,assoc,2,3,Shelton,suburban,6484,CT,41.3045153,-73.139041,Shelton,suburban,6484,CT,41.3045153,-73.139041,meriden,6450.0,CT,2016_10_3_14_xDxIy,yes,MechanicalTurkProject,41.30837318747727,-73.14002966620781,1982
1645,445,F,white,personal care attendant,high,4,2,Raynham,suburban,2767,MA,41.940996,-71.0484992,Raynham,suburban,2767,MA,41.940996,-71.0484992,Raynham,2767.0,MA,2016_10_3_16_PrqGg,yes,MechanicalTurkProject,41.947898920117375,-71.05300534138213,1987
1646,446,M,white,Entrepreneur,bach,1,4,Middleton,suburban,1949,MA,42.6066659,-71.0103158,Middleton,suburban,1949,MA,42.6066659,-71.0103158,Allston,2134.0,MA,2016_10_3_19_FXyFP,yes,MechanicalTurkProject,42.61105825038183,-71.01750991446151,1988
1648,448,F,white,cashier,bach,5,4,Ashland,suburban,1721,MA,42.2577546,-71.4735257,Ashland,suburban,1721,MA,42.2577546,-71.4735257,Ashland,1721.0,MA,2016_10_3_19_tSyoD,yes,MechanicalTurkProject,42.2585433078126,-71.47777599574962,1984
1649,449,M,white,Graduate Student,bach,3,4,Tewksbury,suburban,1876,MA,42.6118008,-71.2275708,Tewksbury,suburban,1876,MA,42.6118008,-71.2275708,Tewksbury,1876.0,MA,2016_10_3_20_ciOgx,yes,MechanicalTurkProject,42.61066655767052,-71.21920105548597,1993
1650,450,F,puerto,shift manager ,high,3,2,bristol,rural,2809,RI,41.6757303,-71.273331,bristol,rural,2809,RI,41.6757303,-71.273331,fall river,2724.0,MA,2016_10_3_23_lzjME,yes,MechanicalTurkProject,41.67151026290556,-71.27215263187973,1988
